40,0.7278373,0.9959879,9.308656
60,0.49799395,1.0342951,9.270349
80,0.15322891,1.2258313,10.228029
100,0.22984336,0.9576807,9.844957
120,0.4213795,0.91937345,9.615114
140,0.7661445,0.6512229,9.500193
160,1.0726024,0.45968673,9.270349
181,0.30645782,0.91937345,10.496181
201,-0.038307227,1.0342951,10.0748005
221,-0.19153613,0.9959879,9.844957
241,-0.22984336,0.9959879,9.998186
261,0.19153613,0.6512229,9.768343
281,0.38307226,0.45968673,9.730036
300,0.5363012,0.4213795,9.80665
320,0.2681506,0.38307226,9.80665
340,0.11492168,0.38307226,10.036493
360,-0.19153613,0.6512229,9.921572
380,0.0,0.61291564,9.80665
400,0.22984336,0.5746084,9.921572
421,0.22984336,0.4213795,9.921572
440,0.34476504,0.5746084,9.883265
460,0.22984336,0.5363012,9.844957
480,0.11492168,0.6895301,9.844957
500,0.15322891,0.6512229,9.768343
520,0.30645782,0.49799395,9.615114
541,0.22984336,0.5363012,9.730036
561,0.2681506,0.45968673,9.921572
580,0.19153613,0.38307226,9.921572
601,0.15322891,0.49799395,9.921572
620,0.0,0.49799395,9.883265
640,-0.038307227,0.49799395,9.768343
660,0.0,0.38307226,9.844957
680,0.11492168,0.19153613,9.730036
702,-0.038307227,0.61291564,10.036493
723,-0.076614454,0.34476504,9.921572
742,-0.15322891,0.4213795,9.921572
764,0.11492168,0.45968673,9.998186
784,0.038307227,0.45968673,9.730036
822,0.076614454,0.38307226,9.768343
826,0.038307227,0.4213795,9.80665
844,0.076614454,0.45968673,9.80665
861,-0.038307227,0.4213795,9.883265
881,0.0,0.2681506,9.921572
901,-0.15322891,0.38307226,10.0748005
920,-0.076614454,0.34476504,9.959879
942,-0.2681506,0.45968673,9.844957
961,-0.11492168,0.45968673,9.80665
981,-0.038307227,0.49799395,9.921572
1002,0.0,0.4213795,9.80665
1022,-0.038307227,0.45968673,9.998186
1042,-0.15322891,0.38307226,9.883265
1062,-0.15322891,0.38307226,9.80665
1083,-0.15322891,0.38307226,9.730036
1103,-0.15322891,0.45968673,9.883265
1122,-0.11492168,0.49799395,9.883265
1141,-0.15322891,0.45968673,9.883265
1161,-0.11492168,0.49799395,9.959879
1182,-0.15322891,0.5363012,9.844957
1202,-0.076614454,0.5746084,9.844957
1221,-0.076614454,0.49799395,9.80665
1241,0.0,0.49799395,9.883265
1261,-0.076614454,0.45968673,9.768343
1282,-0.15322891,0.4213795,9.844957
1302,-0.11492168,0.45968673,9.730036
1321,-0.076614454,0.49799395,9.883265
1341,-0.15322891,0.38307226,9.883265
1364,-0.11492168,0.30645782,9.80665
1382,-0.15322891,0.61291564,9.883265
1402,-0.076614454,0.49799395,9.80665
1422,-0.076614454,0.49799395,9.730036
1443,-0.11492168,0.49799395,9.80665
1461,0.0,0.5363012,9.921572
1482,-0.11492168,0.49799395,9.844957
1502,-0.076614454,0.45968673,9.844957
1523,-0.19153613,0.34476504,9.883265
1542,-0.076614454,0.5363012,9.921572
1561,-0.15322891,0.5746084,9.883265
1582,-0.19153613,0.45968673,9.844957
1601,0.038307227,0.5363012,9.730036
1621,-0.076614454,0.45968673,9.844957
1641,-0.038307227,0.5363012,9.921572
1661,-0.15322891,0.45968673,9.844957
1681,0.0,0.6895301,9.844957
1701,-0.15322891,0.5363012,9.80665
1721,-0.11492168,0.49799395,9.844957
1741,-0.2681506,0.45968673,9.998186
1761,0.076614454,0.5746084,9.883265
1781,-0.038307227,0.5363012,9.844957
1801,-0.076614454,0.5363012,9.844957
1821,-0.19153613,0.49799395,9.883265
1841,0.038307227,0.49799395,9.921572
1861,0.076614454,0.49799395,9.921572
1881,0.0,0.49799395,9.768343
1902,0.0,0.5363012,9.883265
1921,-0.038307227,0.49799395,9.844957
1941,0.076614454,0.5746084,9.844957
1961,-0.076614454,0.34476504,9.921572
1982,-0.038307227,0.49799395,9.80665
2002,-0.076614454,0.49799395,9.844957
2022,-0.038307227,0.38307226,9.883265
2042,-0.038307227,0.45968673,9.80665
2063,-0.038307227,0.49799395,9.921572
2083,0.076614454,0.49799395,9.844957
2102,-0.038307227,0.5363012,9.80665
2122,-0.038307227,0.5746084,9.921572
2142,0.0,0.38307226,9.883265
2161,0.076614454,0.45968673,9.844957
2184,0.0,0.45968673,9.768343
2201,-0.038307227,0.49799395,9.730036
2221,-0.076614454,0.38307226,9.730036
2241,-0.038307227,0.49799395,9.883265
2261,0.076614454,0.5363012,9.921572
2283,-0.038307227,0.5363012,9.691729
2302,0.0,0.45968673,9.768343
2322,-0.15322891,0.5363012,9.883265
2342,-0.15322891,0.45968673,9.998186
2362,0.0,0.49799395,9.80665
2383,-0.038307227,0.4213795,9.768343
2402,-0.15322891,0.45968673,9.768343
2421,-0.076614454,0.4213795,9.883265
2441,-0.038307227,0.38307226,9.844957
2461,-0.15322891,0.4213795,9.80665
2481,-0.076614454,0.5363012,9.80665
2502,0.11492168,0.49799395,9.80665
2522,-0.038307227,0.45968673,9.844957
2542,0.0,0.45968673,9.883265
2562,-0.076614454,0.5363012,9.844957
2583,-0.038307227,0.6512229,9.883265
2602,-0.038307227,0.4213795,9.80665
2621,-0.076614454,0.45968673,9.768343
2641,-0.11492168,0.45968673,9.768343
2661,-0.19153613,0.49799395,9.691729
2682,0.038307227,0.34476504,9.80665
2701,0.038307227,0.34476504,9.844957
2721,-0.038307227,0.45968673,9.844957
2741,0.0,0.5746084,9.768343
2761,0.038307227,0.45968673,9.691729
2782,0.0,0.4213795,9.883265
2801,-0.038307227,0.4213795,9.883265
2821,0.0,0.45968673,9.883265
2841,0.0,0.34476504,9.730036
2861,-0.076614454,0.4213795,9.653421
2882,-0.038307227,0.49799395,9.691729
2901,-0.038307227,0.45968673,9.80665
2921,0.076614454,0.49799395,9.921572
2961,-0.038307227,0.45968673,9.844957
2964,0.0,0.45968673,9.844957
2983,-0.038307227,0.49799395,9.883265
3002,-0.11492168,0.49799395,9.883265
3022,0.0,0.49799395,9.844957
3042,-0.038307227,0.5363012,9.768343
3063,0.0,0.34476504,9.844957
3084,-0.076614454,0.38307226,9.844957
3107,-0.076614454,0.34476504,9.883265
3126,0.0,0.49799395,9.844957
